tenure_months,monthly_charges,number_of_logins_per_month,number_of_support_tickets,satisfaction_score,last_login_days_ago,subscription_type_premium,subscription_type_standard,contract_type_yearly,usage_frequency_low,usage_frequency_medium,payment_method_Credit Card,payment_method_Digital Wallet,payment_method_PayPal,Churn_Probability,Risk_Level
6,24.56,16,2,4,19,False,False,True,False,True,True,False,False,0.0214282,Low Risk
8,26.86,22,1,5,10,False,False,False,False,True,True,False,False,0.018351538,Low Risk
1,37.05,21,2,1,5,False,False,False,False,True,True,False,False,0.7230519,High Risk
16,59.98,16,0,3,50,False,True,True,False,True,True,False,False,0.86770207,High Risk
2,56.28,4,6,2,44,False,True,False,True,False,False,False,True,0.9946747,High Risk
26,76.46,23,1,3,19,False,True,True,False,True,False,True,False,0.060509045,Low Risk
12,72.61,13,5,2,12,False,True,True,False,True,True,False,False,0.8623767,High Risk
34,33.32,5,2,4,27,False,False,True,True,False,False,False,False,0.026119988,Low Risk
26,75.1,24,3,1,7,False,True,False,False,True,False,False,False,0.6391232,Medium Risk
28,137.11,36,5,4,0,True,False,False,False,False,True,False,False,0.09413423,Low Risk
32,52.48,11,0,5,5,False,True,True,False,True,False,False,False,0.0041565103,Low Risk
21,28.14,5,8,1,47,False,False,False,True,False,False,False,False,0.99851936,High Risk
16,21.97,6,5,1,80,False,False,True,True,False,True,False,False,0.99876153,High Risk
35,68.97,8,1,5,20,False,True,False,False,True,True,False,False,0.034284838,Low Risk
6,62.29,20,0,4,5,False,True,False,False,False,True,False,False,0.03903627,Low Risk
20,27.35,4,4,2,14,False,False,False,True,False,True,False,False,0.8794051,High Risk
21,50.96,23,8,2,32,False,True,True,False,True,False,False,True,0.99896705,High Risk
25,72.08,41,4,4,2,False,True,False,False,False,True,False,False,0.111147106,Low Risk
25,78.45,43,1,5,6,False,True,True,False,False,True,False,False,0.0032214355,Low Risk
22,38.2,15,3,3,6,False,False,True,False,True,False,False,True,0.07859682,Low Risk
2,75.04,33,5,2,77,False,True,False,False,False,False,False,True,0.9999062,High Risk
4,34.69,11,3,3,8,False,False,False,False,True,True,False,False,0.55529356,Medium Risk
22,50.86,10,2,5,13,False,True,True,False,True,True,False,False,0.003227322,Low Risk
28,61.16,21,2,3,15,False,True,True,False,True,True,False,False,0.0748676,Low Risk
1,51.54,39,9,1,33,False,True,False,False,False,True,False,False,0.9998553,High Risk
14,97.4,49,1,5,0,True,False,True,False,False,False,False,False,0.0018881615,Low Risk
8,68.81,24,1,3,13,False,True,False,False,True,True,False,False,0.19083951,Low Risk
32,27.36,18,3,5,16,False,False,False,False,True,True,False,False,0.07246024,Low Risk
18,20.96,21,0,3,15,False,False,True,False,True,True,False,False,0.09295626,Low Risk
16,71.34,24,0,3,7,False,True,False,False,True,True,False,False,0.13637397,Low Risk
28,38.19,31,3,4,4,False,False,True,False,False,False,False,True,0.012578007,Low Risk
7,30.07,6,0,3,30,False,False,False,True,False,False,False,True,0.8676654,High Risk
7,30.61,35,0,2,81,False,False,True,False,False,True,False,False,0.9992943,High Risk
14,57.53,8,1,3,19,False,True,True,False,True,False,False,True,0.064888306,Low Risk
13,22.64,48,1,5,1,False,False,False,False,False,True,False,False,0.0051688687,Low Risk
31,74.33,31,2,1,3,False,True,False,False,False,True,False,False,0.47648206,Medium Risk
27,31.83,17,7,4,8,False,False,True,False,True,False,False,True,0.107893184,Low Risk
25,130.93,9,0,4,20,True,False,False,False,True,True,False,False,0.023636911,Low Risk
24,75.89,8,0,4,22,False,True,True,True,False,False,False,True,0.012465023,Low Risk
27,135.18,37,0,5,5,True,False,True,False,False,False,False,False,0.0029593373,Low Risk
8,57.25,13,5,2,49,False,True,True,False,True,False,False,True,0.99605834,High Risk
4,54.45,21,2,4,13,False,True,True,False,True,False,True,False,0.019117324,Low Risk
9,57.62,22,1,3,0,False,True,False,False,False,True,False,False,0.18785566,Low Risk
8,22.92,9,1,5,67,False,False,True,True,False,True,False,False,0.9910171,High Risk
33,78.19,33,7,2,6,False,True,False,False,False,True,False,False,0.9822698,High Risk
1,23.95,10,3,1,21,False,False,False,True,False,False,False,True,0.97790396,High Risk
4,70.82,9,3,3,17,False,True,False,True,False,False,True,False,0.68230736,Medium Risk
27,55.84,20,1,5,1,False,True,True,False,False,False,False,False,0.0028200988,Low Risk
6,23.82,6,2,3,23,False,False,False,True,False,True,False,False,0.8100701,High Risk
1,28.25,21,1,5,11,False,False,False,False,True,True,False,False,0.025935784,Low Risk
8,23.35,5,1,5,16,False,False,True,True,False,True,False,False,0.019315474,Low Risk
19,133.78,25,2,2,0,True,False,True,False,False,False,True,False,0.0941106,Low Risk
12,75.11,49,3,4,0,False,True,False,False,False,False,True,False,0.03369569,Low Risk
21,138.2,21,0,5,14,True,False,False,False,True,False,False,True,0.015817745,Low Risk
26,59.77,33,11,2,62,False,True,False,False,False,True,False,False,0.9999049,High Risk
27,141.45,41,2,3,6,True,False,True,False,False,False,True,False,0.04875315,Low Risk
32,31.76,11,2,5,13,False,False,True,False,True,True,False,False,0.004503033,Low Risk
11,63.05,18,9,4,5,False,True,False,False,True,False,False,True,0.9695544,High Risk
7,22.9,18,1,5,16,False,False,True,False,True,True,False,False,0.01924763,Low Risk
4,29.96,9,3,5,11,False,False,False,False,True,True,False,False,0.067817055,Low Risk
8,22.43,11,6,2,40,False,False,False,False,True,True,False,False,0.99726784,High Risk
24,79.2,17,5,5,6,False,True,True,False,True,True,False,False,0.012247804,Low Risk
5,60.38,18,4,2,10,False,True,False,False,True,False,False,False,0.93796986,High Risk
15,25.48,24,10,2,64,False,False,False,False,False,True,False,False,0.9999106,High Risk
15,30.6,2,2,3,45,False,False,True,True,False,False,False,True,0.36893988,Low Risk
19,66.17,3,11,1,23,False,True,False,True,False,True,False,False,0.99827945,High Risk
22,70.98,23,2,4,4,False,True,True,False,True,False,False,True,0.0049881404,Low Risk
7,56.79,11,2,4,20,False,True,True,True,False,False,True,False,0.026691873,Low Risk
17,55.85,7,1,3,53,False,True,True,True,False,True,False,False,0.36380985,Low Risk
34,65.0,21,3,5,4,False,True,True,False,True,True,False,False,0.008266569,Low Risk
12,32.23,7,2,5,50,False,False,True,True,False,True,False,False,0.09249523,Low Risk
19,51.43,10,3,2,48,False,True,True,True,False,False,False,True,0.9156954,High Risk
10,63.41,8,2,2,17,False,True,False,False,True,True,False,False,0.85905766,High Risk
8,37.57,9,1,3,39,False,False,False,True,False,True,False,False,0.8623416,High Risk
27,66.45,17,3,3,31,False,True,False,False,True,False,False,False,0.9907053,High Risk
33,77.87,43,1,4,5,False,True,True,False,False,True,False,False,0.0050847963,Low Risk
15,39.08,1,1,4,28,False,False,True,True,False,True,False,False,0.026880281,Low Risk
21,20.51,12,2,3,20,False,False,True,False,True,True,False,False,0.05985157,Low Risk
6,34.74,23,1,5,9,False,False,False,False,True,True,False,False,0.02724774,Low Risk
2,58.6,14,3,2,45,False,True,False,False,True,True,False,False,0.9979684,High Risk
17,66.3,24,0,3,11,False,True,True,False,True,False,False,True,0.042967755,Low Risk
19,57.03,10,4,1,86,False,True,False,False,True,False,False,True,0.99965036,High Risk
3,57.45,47,1,3,0,False,True,False,False,False,True,False,False,0.41080177,Medium Risk
30,55.9,23,0,4,18,False,True,False,False,True,False,True,False,0.042808194,Low Risk
22,139.0,8,6,3,11,True,False,False,False,True,True,False,False,0.8467956,High Risk
8,90.31,22,2,5,6,True,False,False,False,False,False,False,False,0.017788079,Low Risk
8,76.61,5,4,1,43,False,True,False,True,False,False,False,False,0.9745198,High Risk
34,122.58,24,1,4,5,True,False,True,False,False,True,False,False,0.0035775292,Low Risk
27,23.76,13,1,3,18,False,False,True,False,True,True,False,False,0.06544307,Low Risk
15,31.17,40,2,2,5,False,False,False,False,False,False,False,True,0.31016675,Low Risk
7,72.36,8,3,1,6,False,True,True,False,True,True,False,False,0.7171043,High Risk
25,144.0,19,0,4,14,True,False,False,False,True,False,False,False,0.023077587,Low Risk
26,51.93,24,4,5,13,False,True,False,False,True,True,False,False,0.045477554,Low Risk
28,30.01,13,1,5,7,False,False,False,False,True,True,False,False,0.013734999,Low Risk
21,130.93,29,3,4,2,True,False,False,False,False,False,True,False,0.028730553,Low Risk
6,59.75,18,1,3,10,False,True,False,False,True,False,False,False,0.3346143,Low Risk
11,75.52,47,3,2,35,False,True,False,False,False,True,False,False,0.9985066,High Risk
30,60.41,23,1,5,4,False,True,True,False,True,True,False,False,0.0041534165,Low Risk
9,73.85,30,1,4,5,False,True,False,False,False,True,False,False,0.03235071,Low Risk
16,54.07,20,3,5,6,False,True,False,False,True,True,False,False,0.03243023,Low Risk
19,115.42,48,1,5,1,True,False,False,False,False,True,False,False,0.0061261714,Low Risk
32,55.74,32,9,1,4,False,True,True,False,False,True,False,False,0.9951798,High Risk
8,22.5,7,0,5,17,False,False,False,True,False,True,False,False,0.029697675,Low Risk
6,51.8,44,1,2,44,False,True,True,False,False,True,False,False,0.99299556,High Risk
19,60.43,7,10,1,53,False,True,True,True,False,True,False,False,0.9982856,High Risk
26,65.66,15,2,3,6,False,True,True,False,True,True,False,False,0.04810663,Low Risk
28,21.16,7,3,3,61,False,False,False,True,False,False,False,True,0.9981674,High Risk
7,25.77,33,1,3,1,False,False,False,False,False,True,False,False,0.1626072,Low Risk
27,61.28,20,3,4,17,False,True,True,False,True,True,False,False,0.018354941,Low Risk
16,51.42,11,3,3,72,False,True,True,True,False,True,False,False,0.9959252,High Risk
33,139.65,19,2,5,15,True,False,True,False,True,False,False,True,0.00350915,Low Risk
16,23.61,9,3,4,10,False,False,True,True,False,True,False,False,0.01228122,Low Risk
7,22.47,15,4,3,14,False,False,False,False,True,True,False,False,0.6801702,Medium Risk
31,32.98,10,1,5,22,False,False,False,True,False,True,False,False,0.06087429,Low Risk
26,23.01,1,1,5,15,False,False,True,True,False,True,False,False,0.0046685957,Low Risk
19,24.7,19,2,4,13,False,False,True,False,True,True,False,False,0.003860665,Low Risk
35,25.89,15,2,4,10,False,False,True,False,True,False,True,False,0.00605024,Low Risk
32,37.16,14,3,2,13,False,False,True,False,True,True,False,False,0.26059908,Low Risk
12,35.61,14,2,5,16,False,False,True,False,True,False,False,False,0.019870175,Low Risk
10,50.01,13,1,5,5,False,True,True,False,True,False,False,True,0.012692288,Low Risk
18,103.52,33,3,5,1,True,False,True,False,False,False,False,False,0.006958212,Low Risk
10,120.05,23,2,4,3,True,False,True,False,True,False,False,False,0.011015752,Low Risk
3,38.17,8,4,4,13,False,False,False,False,True,True,False,False,0.29307297,Low Risk
16,22.45,11,4,1,19,False,False,True,False,True,True,False,False,0.596645,Medium Risk
25,90.27,23,1,2,88,True,False,True,False,False,True,False,False,0.9983516,High Risk
30,78.48,13,1,2,14,False,True,True,False,True,False,False,False,0.24663149,Low Risk
18,50.0,22,1,4,8,False,True,True,False,True,True,False,False,0.005361671,Low Risk
22,37.74,17,0,4,13,False,False,True,False,True,False,False,False,0.0036765204,Low Risk
13,39.48,42,2,4,3,False,False,True,False,False,False,False,False,0.008377055,Low Risk
6,71.49,32,2,3,0,False,True,False,False,False,False,True,False,0.29124007,Low Risk
28,72.85,24,3,3,0,False,True,True,False,False,False,False,True,0.07554427,Low Risk
25,37.03,10,1,4,42,False,False,True,True,False,True,False,False,0.045727152,Low Risk
1,37.88,6,9,2,38,False,False,False,True,False,False,False,True,0.9985858,High Risk
1,90.09,39,4,5,1,True,False,False,False,False,False,False,True,0.15708281,Low Risk
24,55.89,7,1,3,28,False,True,True,True,False,True,False,False,0.30187935,Low Risk
13,31.07,45,7,3,79,False,False,True,False,False,True,False,False,0.9994735,High Risk
28,36.77,24,4,4,6,False,False,True,False,True,False,True,False,0.017181942,Low Risk
32,28.93,11,3,1,55,False,False,True,True,False,True,False,False,0.9124696,High Risk
33,32.31,11,3,5,7,False,False,True,False,True,False,False,True,0.009425599,Low Risk
30,136.51,17,1,5,6,True,False,False,False,True,True,False,False,0.009876391,Low Risk
26,79.6,23,4,2,20,False,True,True,False,True,True,False,False,0.48805267,Medium Risk
25,56.06,21,1,3,3,False,True,False,False,True,True,False,False,0.12406168,Low Risk
1,91.82,9,10,3,49,True,False,False,False,True,True,False,False,0.99922,High Risk
33,64.09,3,7,2,56,False,True,False,True,False,True,False,False,0.9934509,High Risk
17,52.97,4,0,5,11,False,True,False,True,False,False,False,False,0.020305563,Low Risk
3,106.5,21,4,4,1,True,False,False,False,False,True,False,False,0.17684312,Low Risk
11,74.02,5,1,5,21,False,True,True,True,False,False,True,False,0.037089046,Low Risk
33,70.15,21,2,4,15,False,True,True,False,True,False,False,False,0.009208065,Low Risk
1,35.16,13,2,3,7,False,False,False,False,True,True,False,False,0.28940752,Low Risk
14,55.97,15,3,4,11,False,True,True,False,True,True,False,False,0.014941659,Low Risk
5,33.14,24,1,1,0,False,False,False,False,False,False,False,False,0.7244051,High Risk
2,23.39,15,0,4,13,False,False,False,False,True,False,False,False,0.02898777,Low Risk
34,34.91,3,3,3,24,False,False,True,True,False,False,False,False,0.5321782,Medium Risk
15,74.85,13,2,5,8,False,True,False,False,True,False,False,True,0.0196837,Low Risk
32,68.35,1,4,3,35,False,True,True,True,False,True,False,False,0.7237465,High Risk
15,24.98,19,1,4,15,False,False,False,False,True,False,False,True,0.03478413,Low Risk
2,34.43,6,1,1,30,False,False,False,True,False,False,False,True,0.975631,High Risk
29,77.99,23,8,5,6,False,True,False,False,True,False,False,True,0.8792425,High Risk
31,66.09,6,9,3,83,False,True,False,True,False,True,False,False,0.9986791,High Risk
12,78.04,10,0,2,3,False,True,False,False,True,True,False,False,0.6128609,Medium Risk
31,38.51,5,4,3,67,False,False,False,True,False,False,True,False,0.9977736,High Risk
17,141.31,13,2,4,8,True,False,True,False,True,False,False,False,0.0039315326,Low Risk
9,79.65,17,4,2,34,False,True,False,False,True,False,True,False,0.9945405,High Risk
26,37.12,20,6,3,33,False,False,True,False,True,False,False,True,0.97827345,High Risk
23,53.93,11,7,4,7,False,True,True,False,True,True,False,False,0.107368335,Low Risk
6,37.24,9,1,1,16,False,False,True,False,True,True,False,False,0.8254757,High Risk
13,70.99,38,3,3,4,False,True,True,False,False,True,False,False,0.08985729,Low Risk
9,112.39,25,1,2,2,True,False,False,False,False,False,False,True,0.42191032,Medium Risk
34,111.33,32,2,4,1,True,False,True,False,False,True,False,False,0.0056288345,Low Risk
5,74.54,16,10,2,72,False,True,False,False,True,False,False,True,0.9999136,High Risk
13,136.47,23,3,4,4,True,False,True,False,True,False,False,True,0.008864985,Low Risk
2,70.12,12,6,3,5,False,True,False,False,True,True,False,False,0.9537283,High Risk
10,53.66,14,2,4,5,False,True,False,False,True,False,False,True,0.03911765,Low Risk
28,75.01,37,4,2,4,False,True,True,False,False,False,False,True,0.34688106,Low Risk
23,21.79,25,3,4,5,False,False,True,False,False,False,False,True,0.010850127,Low Risk
19,74.98,8,0,5,16,False,True,True,False,True,False,False,True,0.007424232,Low Risk
25,35.62,9,8,2,22,False,False,True,True,False,False,False,True,0.9949927,High Risk
14,121.72,8,2,5,6,True,False,True,False,True,True,False,False,0.0032946279,Low Risk
20,20.14,9,3,3,22,False,False,True,True,False,False,False,True,0.29390588,Low Risk
1,95.01,8,0,3,63,True,False,True,True,False,True,False,False,0.99495727,High Risk
24,25.6,9,1,4,50,False,False,True,True,False,True,False,False,0.026052147,Low Risk
25,70.9,23,3,3,19,False,True,True,False,True,True,False,False,0.10737331,Low Risk
1,65.43,28,1,1,2,False,True,False,False,False,False,True,False,0.8296843,High Risk
25,37.68,6,1,5,34,False,False,False,True,False,True,False,False,0.1759315,Low Risk
4,61.93,9,11,5,69,False,True,False,True,False,True,False,False,0.99928135,High Risk
33,31.08,11,5,2,43,False,False,False,True,False,False,False,True,0.9894394,High Risk
27,79.36,23,0,4,4,False,True,True,False,True,True,False,False,0.0036876637,Low Risk
5,128.69,24,1,5,0,True,False,False,False,False,False,True,False,0.021586334,Low Risk
19,54.43,10,10,3,59,False,True,False,True,False,True,False,False,0.99758697,High Risk
20,37.31,24,1,4,16,False,False,True,False,True,True,False,False,0.0075966753,Low Risk
7,35.59,9,10,3,26,False,False,True,True,False,False,True,False,0.99630654,High Risk
10,72.08,14,7,1,23,False,True,True,False,True,True,False,False,0.99056846,High Risk
4,59.24,16,3,3,9,False,True,True,False,True,True,False,False,0.36989436,Low Risk
4,62.31,49,1,3,3,False,True,False,False,False,False,False,True,0.17682327,Low Risk
2,136.97,26,0,3,0,True,False,False,False,False,True,False,False,0.2120163,Low Risk
13,23.13,23,0,4,9,False,False,True,False,True,True,False,False,0.004850091,Low Risk
29,52.89,23,2,3,9,False,True,True,False,True,True,False,False,0.051627114,Low Risk
1,35.85,11,5,2,40,False,False,False,False,True,True,False,False,0.9982653,High Risk
24,61.4,13,0,3,6,False,True,True,False,True,True,False,False,0.043549497,Low Risk
10,24.13,11,9,2,53,False,False,False,True,False,True,False,False,0.9984877,High Risk
5,29.24,10,3,2,66,False,False,False,True,False,False,False,True,0.99870944,High Risk
3,75.73,6,1,3,60,False,True,False,True,False,True,False,False,0.9970797,High Risk
1,30.31,9,1,4,32,False,False,True,True,False,False,False,True,0.17385322,Low Risk
33,98.53,42,4,5,4,True,False,True,False,False,False,False,True,0.015547995,Low Risk
2,27.73,34,0,1,6,False,False,True,False,False,False,True,False,0.64331466,Medium Risk
